Company,Region,City,Founded,Employees,Revenue_funding,Web,Genres,Sample_games,Internship,Remote,Ownership,Notes
Giant Network,China,Shanghai (China),2004,~1000+,ZTI / MMO,https://www.ga-me.com,MMO,ZT Online (Zhengtu),unknown,office,public (China),Classic Chinese MMO company.
Gryphline,China,Singapore / global,2023,Related to Hypergryph,global publishing,https://www.gryphline.com,publish,Arknights ecosystem global,unknown,office,Hypergryph,Hypergryph global publishing.
Habby,China,China / global,2017,~200+,Archero,https://www.habby.com,mobile arcade / roguelite,Archero; Survive,unknown,office,private,Archero hit; Mavis Games TR on a separate list.
Hero Games,China,Beijing (China),2015,~500+,mobile publishing,https://www.herogames.com,mobile publishing,various global mobile,unknown,office,private,Cin mobile publishing.
Hypergryph,China,Shanghai (China),2017,~500+,Arknights,https://www.hypergryph.com,mobile tower-defense / RPG,Arknights; Ex Astris,unknown,office,private,Strong world building + music.
IGG,China,Singapore / Fuzhou roots,2006,~2000+,Lords Mobile,https://www.igg.com,mobile SLG / MMO,Lords Mobile; Castle Clash,unknown,mixed,public (HK),SLG global publishing.
Kuro Games,China,Guangzhou (China),2014,~1000+,Wuthering Waves,https://www.kurogame.com,open world action / gacha,Wuthering Waves; Punishing: Gray Raven,unknown,office,private,post-miHoYo global anime-ARPG competitor.
Level Infinite,China,Global (Tencent publishing label),2022,Inside Tencent,global publishing,https://levelinfinite.com,publish,PUBG Mobile; Arena Breakout; various western titles,unknown,mixed,Tencent,Tencent's global gaming publishing brand.
Lightning Games,China,Hong Kong / China,2014,~200+,publish,https://www.lightninggames.hk,publish,various,unknown,mixed,private,HK/China game publishing.
Lightspeed Studios,China,Shenzhen / Los Angeles,2016 (Tencent),thousands of bands,PUBG Mobile; other,https://lightspeed.qq.com,mobile / console,PUBG Mobile; Apex Mobile (historical); The Finals partnerships periodic,unknown,multi-office,Tencent,Tencent global studio brand.
Lilith Games,China,Shanghai (China),2013,~2000+,AFK Arena global,https://www.lilith.com,mobile strategy / idle,AFK Arena; Rise of Kingdoms,unknown,office,private,Global mobile revenue.
MICA Team,China,Shanghai (China),2015,~100-200,Girls' Frontline,https://sunborn.com,mobile tactics,Girls' Frontline,unknown,office,Sunborn,GFL development team.
miHoYo / HoYoverse,China,Shanghai (China) / Singapore,2012,~5000+,Genshin / Star Rail billions $,https://www.hoyoverse.com,open world action-RPG / gacha,Genshin Impact; Honkai: Star Rail; Zenless Zone Zero,unknown,office,private,Global anime-ARPG standard; HoYoverse brand.
MoreFun Studios,China,Shenzhen (China),Tencent internal,thousands of bands,Peacekeeper Elite / PUBGM ecosystem,https://game.tencent.com,mobile battle royale,Game for Peace; PUBG Mobile partner,unknown,office,Tencent,Tencent IEG studio.
NetDragon,China,Fuzhou (China),1999,~4000+ (group),education + game,https://www.netdragon.com,MMO / edtech,Conquer Online; Disney English etc.,unknown,office,public (HK),Game + education hybrid group.
NetEase Games,China,Hangzhou (China),2001 (game),ten thousands,Blizzard partnership periodic; own IP,https://www.neteasegames.com,PC/mobile MMO / publishing,Fantasy Westward Journey; Naraka; Justice,unknown,office,NetEase (NTES),"Western publishing (Quantic Dream investment, Mistplay, etc.)."
NetEase Thunder Fire,China,Hangzhou (China),—,thousands of bands,engine / AAA / service,https://www.thunderfire.com,engine; AAA,various NetEase AAA,unknown,office,NetEase,NetEase internal studio/technology.
Original Force,China,Nanjing / China + global,2006,~1000+,animation / art / cinematics,https://www.originalforce.com,service; animation,very AAA cinematic/art,unknown,multi-office,private,China major art/animation service.
Ourpalm,China,Beijing (China),2011,~1000+,mobile,https://www.ourpalm.com,mobile,various,unknown,office,public (China),Cin mobile.
Papergames (Paper Games),China,Shanghai (China),2012,~1000+,Love and Deepspace,https://www.papegames.com,otome / 3D narrative,Love and Deepspace; Love Nikki,unknown,office,private,3D otome global launch.
Perfect World Games,China,Beijing (China),2004,~2000+,MMO + publishing,https://www.pwrd.com,MMO / publishing,Perfect World; Torchlight (publication history),unknown,office,public (China),Classic Chinese MMO + western publishing.
PopCap Shanghai,China,Shanghai (China),—,In-house EA/PopCap,Bejeweled / PvZ China,https://www.popcap.com,casual,PvZ / Bejeweled China operation,unknown,office,EA,PopCap China entity.
Red Candle Games,China,Taipei (Taiwan),2015,small,horror narrative,https://redcandlegames.com,horror / narrative,Detention; Devotion; Nine Sols,unknown,small office,independent,Taiwan indie; Devotion controversy historical.
Seasun Games,China,Zhuhai (China),1995 (Kingsoft relationship),~1000+,JX / Snowbreak,https://www.seasungames.com,MMO / action,JX Online; Snowbreak: Containment Zone,unknown,office,Kingsoft,Classic Chinese MMO + new global.
Sempire Games,China,China / global,2017,~100-200,mobile SLG,https://www.sempiregames.com,mobile SLG,various SLG,unknown,office,private,China SLG publishing/development.
Shengqu Games,China,Shanghai (China),—,~1000+,MMO,https://www.shengqugames.com,MMO,various MMO,unknown,office,private,Cin MMO operator.
Softstar Entertainment,China,Taipei (Taiwan),1988,~200+,classic RPG,https://www.softstar.com.tw,JRPG / tool,Xuan-Yuan Sword,unknown,office,private,Taiwan classic RPG.
Sunborn / MICA Team,China,Shanghai (China),2015 (MICA),~200–400,Girls' Frontline,https://sunborn.com,mobile tactics / gacha,Girls' Frontline; GFL2,unknown,office,private,ACG tactical gacha.
Taomee,China,Shanghai (China),2007,~500+,children / metaverse-lite,https://www.taomee.com,children; online,Seer; Mole's World,unknown,office,private,China kids online IP.
Tencent Games,China,Shenzhen (China),1998 (Tencent); Games group,ten thousands,one of the largest game revenues in the world,https://game.tencent.com,publishing; investment; PC/mobile,Honor of Kings; PUBG Mobile (joint); Level Infinite,unknown,office,Tencent Holdings,"Investor + operator: Riot, Epic minority, Supercell, etc."
Tencent IEG,China,Shenzhen (China),2008 (IEG),ten thousands,game and esports group,https://game.tencent.com,publishing; investment; operations,Honor of Kings; Level Infinite; investments,unknown,office,Tencent,Interactive Entertainment Group.
Tencent Next Studios,China,Shanghai (China),2018,Inside Tencent,PC/console,https://www.tencent.com,PC/console,various projects,unknown,office,Tencent,Tencent PC/console studio.
The9,China,Shanghai (China),1999,~500+,MMO operation,https://www.the9.com,MMO publishing / operation,WoW China historical; Firefly; various,unknown,office,public (NASDAQ periodic),Classic Chinese MMO operator.
TiMi Studio Group,China,Shenzhen (China),2014 (within Tencent),thousands,Honor of Kings / CoD Mobile,https://timi.qq.com,mobile MOBA / shooter,Honor of Kings; Call of Duty: Mobile; Pokémon Unite,unknown,office,Tencent,Tencent's largest internal studio group.
XD Inc. / TapTap,China,Shanghai (China),2011,~1000+,TapTap store + game,https://www.xd.com,mobile store / development,TapTap; Ulala; various,unknown,office,public (HK),Exploration-focused mobile store.
Yoozoo Games,China,Shanghai (China),2009,~1000+,unknown,https://www.yoozoo.com,mobile / publishing,The Settlers (licensing periods) etc.,unknown,office,private,China publishing/development.
Agate,Other Asia / Oceania / MENA,Bandung (Indonesia),2009,~300+,unknown,https://agate.id,mobile / console; local IP,Coffee Talk (publishing/joint ecosystem); various,unknown,office,independent,One of the most well-known studios in Indonesia.
Big Ant Studios,Other Asia / Oceania / MENA,Melbourne (Australia),2001,~100–150,sports sim,https://www.bigant.com,sport,Rugby; Cricket 24; AO Tennis,unknown,office,independent,Australian sports sim niche.
Blue Tongue Entertainment,Other Asia / Oceania / MENA,Melbourne (Australia),1995,closed (2011),de Blob,,action,de Blob; Jurassic Park: Operation Genesis,-,-,closed (THQ),Historical Melbourne studio.
Boomzap Entertainment,Other Asia / Oceania / MENA,Singapore / Manila,2006,~100-200,HOPA / casual,https://www.boomzap.com,casual; HOPA,multiple HOPA titles,unknown,multi-office,independent,SEA casual.
Dhruva Interactive,Other Asia / Oceania / MENA,Bangalore (India),1997,~600+,art / co-dev / port,https://www.dhruva.com,service; art; co-dev,very AAA art/co-dev (post-Starbreeze acquisition),unknown,office,Starbreeze (acquisition) / periodic,India game service pioneer.
Digital Happiness,Other Asia / Oceania / MENA,Bandung (Indonesia),2013,~30–60,DreadOut,https://www.digitalhappiness.net,horror,DreadOut,unknown,office,independent,Indonesian horror indie.
EA Hyderabad,Other Asia / Oceania / MENA,Hyderabad (India),—,in EA,technology / support,https://www.ea.com,technology; support,EA FC / sports technology,unknown,office,EA,EA India technology campus.
Falafel Games,Other Asia / Oceania / MENA,Dubai / Beirut roots,2010,~50–100,strategy / MENA history,https://www.falafelgames.com,strategy / history,Age of Sails periods; Arabian Wars type,unknown,hybrid,independent,MENA historical strategy.
Firemonkeys Studios,Other Asia / Oceania / MENA,Melbourne (Australia),1999,~150-200,Real Racing; Sims Mobile,https://www.firemonkeys.com.au,mobile / racing,Real Racing 3; The Sims Mobile,unknown,office,EA,EA Australia mobile.
Games24x7,Other Asia / Oceania / MENA,Mumbai / Bangalore (India),2006,~2000+,fantasy sports / skill,https://www.games24x7.com,fantasy sports / rummy,My11Circle; RummyCircle,unknown,office,private (Tiger Global etc.),India real-money/skill games.
Garena / Sea Limited,Other Asia / Oceania / MENA,Singapore,2009,thousands (Sea Games),Free Fire revenue,https://www.garena.com,mobile / publishing,Free Fire,unknown,mixed,Sea Limited (publicly traded),Southeast Asia mobile power hub.
General Arcade,Other Asia / Oceania / MENA,Melbourne (Australia),2010,~50-100,port / co-dev,https://www.generalarcade.com,port; co-dev,very indie/AA port,unknown,office,independent,Australian port specialist.
Halfbrick Studios,Other Asia / Oceania / MENA,Brisbane (Australia),2001,~100–200,Fruit Ninja IP,https://halfbrick.com,mobile casual,Fruit Ninja; Jetpack Joyride,unknown,hybrid,independent,Australian casual icon.
Happylatte,Other Asia / Oceania / MENA,Singapore,2015,~50-100,mobile,https://www.happylatte.com,mobile casual,various,unknown,office,private,Singapore mobile.
House House,Other Asia / Oceania / MENA,Melbourne (Australia),2016,~4–8,Untitled Goose Game,https://www.househou.se,indie stealth / puzzle,Untitled Goose Game,unknown,small,independent,Kaz badge global indie hit.
JetSynthesys,Other Asia / Oceania / MENA,Pune (India),2012,~100-200,sports / esports / game,https://jetsynthesys.com,sports game; esports,various sports IP,unknown,office,private,India sports/games.
Krome Studios,Other Asia / Oceania / MENA,Brisbane (Australia),1999,~50-100,Ty the Tasmanian Tiger,https://www.kromestudios.com,platform,Ty series,unknown,office,independent,Australian platform.
Lakshya Digital,Other Asia / Oceania / MENA,Gurgaon / Pune (India),2004,~500+,art / animation,https://www.lakshyadigital.com,service; art,many AAA art/outsourcing,unknown,multi-office,Keywords Studios (acquisition),India art service; Keywords.
League of Geeks,Other Asia / Oceania / MENA,Melbourne (Australia),2011,small/medium,Armello,https://leagueofgeeks.com,digital board / strategy,Armello,unknown,hybrid,independent,Melbourne strategy/board.
Lemon Sky Studios,Other Asia / Oceania / MENA,Kuala Lumpur / Cyberjaya (Malaysia),2006,~500+,art / cinematic / Unreal,https://www.lemonsky.com,service; art; cinematic,very AAA art/cinematic,unknown,office,public (Malaysia),Malaysia large art service.
Mail.ru / MY.GAMES,Other Asia / Oceania / MENA,Limassol / Amsterdam (international),—,~1000+,War Robots; Hustle Castle,https://my.games,mobile / PC publishing,Warface (historical); Left to Survive,unknown,mixed,private / restructured,International brand from Russian roots.
Mekan Games,Other Asia / Oceania / MENA,Amman (Jordan),2012,~50+,mobile,https://mekangames.com,mobile casual / midcore,various mobile titles,unknown,office,independent,Jordan mobile studio.
Moonfrog Labs,Other Asia / Oceania / MENA,Bangalore (India),2013,~200+,board casual,https://moonfrog.com,mobile board / casual,Teen Patti; Ludo,unknown,office,private,India social casual.
Moonton,Other Asia / Oceania / MENA,Shanghai / Singapore,2014,~500+,Mobile Legends,https://www.moonton.com,mobile MOBA,Mobile Legends: Bang Bang,unknown,office,ByteDance,MLBB; SEA MOBA.
Nazara Technologies,Other Asia / Oceania / MENA,Mumbai (India),2000,~1000+ (group),India gaming holding,https://www.nazara.com,publishing; esports; IP,World Cricket Championship; Nodwin,unknown,mixed,public (India),India game holding.
Nodwin Gaming,Other Asia / Oceania / MENA,Gurugram (India),2018,~200+,esports / media,https://nodwingaming.com,esports; media,tournament and content,unknown,office,Nazara,India esports.
PlaySide Studios,Other Asia / Oceania / MENA,Melbourne (Australia),2011,~200+,service + IP,https://www.playside.com.au,service / license,multi-licensed mobile/console,unknown,office,public (ASX),Australian service studio.
Rockstar India,Other Asia / Oceania / MENA,Bangalore (India),2016,~500+,Rockstar support,https://www.rockstargames.com,AAA support,GTA/RDR support,unknown,office,Take-Two / Rockstar,Rockstar India.
Savvy Games Group,Other Asia / Oceania / MENA,Riyadh (Saudi Arabia),2022,investment holding,Scopely ~$4.9B; ESL/FACEIT,https://savvygames.com,investment / holding,Scopely; VSPO etc. investments,—,—,PIF (Saudi public fund),MENA's largest game investment vehicle.
Streamline Studios,Other Asia / Oceania / MENA,Kuala Lumpur (Malaysia),2001,~100-200,co-dev / art / AVN,https://www.streamline-studios.com,service; co-dev,multiple AAA co-dev/art,unknown,office,independent,Malaysia co-dev.
Synergy88 Studios,Other Asia / Oceania / MENA,Manila (Philippines),2009,~200+,service / art,https://synergy88studios.com,service / co-dev,various client projects,unknown,office,private,Philippines game service studio.
Toge Productions,Other Asia / Oceania / MENA,Jakarta (Indonesia),2009,~30–60,Coffee Talk,https://togeproductions.com,visual novel / cozy,Coffee Talk; A Space for the Unbound,unknown,office,independent,Southeast Asia cozy/narrative.
Torus Games,Other Asia / Oceania / MENA,Melbourne (Australia),1994,~50-100,license / children / co-dev,https://www.torusgames.com,license; co-dev,multi-licensed console/mobile,unknown,office,independent,Australia long-term licensed studio.
Touchten Games,Other Asia / Oceania / MENA,Jakarta (Indonesia),2012,~100+,unknown,https://touchten.com,mobile casual,various casual titles,unknown,office,independent,Indonesia mobile.
Ubisoft Abu Dhabi,Other Asia / Oceania / MENA,Abu Dhabi (UAE),2011,~50-100,support / innovation,https://www.ubisoft.com,support; AR/experimental,various Ubisoft support,unknown,office,Ubisoft,MENA Ubisoft office.
Ubisoft Philippines,Other Asia / Oceania / MENA,Santa Rosa (Philippines),2016,~200-300,AAA support,https://www.ubisoft.com,AAA support,Assassin's Creed / Rainbow Six support,unknown,office,Ubisoft,Philippines Ubisoft.
Ubisoft Pune,Other Asia / Oceania / MENA,Pune (India),2008,~500+,mobile + support,https://www.ubisoft.com,mobile / support,various Ubisoft mobile and support,unknown,office,Ubisoft,India Ubisoft campus.
Ubisoft Singapore,Other Asia / Oceania / MENA,Singapore,2008,~300-400,Skull & Bones; AC support,https://www.ubisoft.com,AAA / naval warfare,Skull & Bones; Assassin's Creed support,unknown,office,Ubisoft,Southeast Asia Ubisoft.
Virtuos,Other Asia / Oceania / MENA,Singapore (+ global),2004,~2000+,co-dev / port,https://www.virtuosgames.com,service; port; remaster,many AAA co-dev/remaster,unknown,multi-office,private,large service studio in Asia.
Wargaming,Other Asia / Oceania / MENA,Nicosia (Cyprus) / global,1998,~2000+,World of Tanks ecosystem,https://wargaming.com,MMO action,World of Tanks; World of Warships,unknown,"distributed (Vilnius, Prague…)",private,Belarus roots; HQ Cyprus; EU studios.
Witch Beam,Other Asia / Oceania / MENA,Brisbane (Australia),2013,small,Unpacking hit,https://witchbeam.com.au,indie puzzle / zen,Unpacking; Assembled With Colour,unknown,remote / small office,independent,Global visibility with Unpacking.
Reliance Games,Other Asia / Oceania / MENA,Mumbai (India),2009-2018+,unknown,licensed mobile,https://www.reliancegames.com,mobile,WWE Mayhem; Real Steel; Pacific Rim: The Mobile Game,-,-,Reliance,Reliance Entertainment's mobile games arm; still active. The previous record conflated it with Zynga India.
ACE Team,Latin America,Santiago (Chile),2007,~20–40,unknown,https://www.aceteam.cl,indie action,Zeno Clash; The Eternal Cylinder,unknown,small office,independent,Chilean indie; unique art direction.
Afterverse,Latin America,São Paulo (Brazil),2020,~100–200,mobile / UGC,https://afterverse.com,mobile / metaverse-lite,Battlelands Royale; Hot Potato!,unknown,hybrid,private,Brazil mobile/UGC.
Aoca Game Lab,Latin America,Salvador / Brazil,2016,small,indie / education,https://aoca.com.br,indie; education,various,unknown,small,independent,Brazil game lab/studio.
Aquiris Game Studio,Latin America,Porto Alegre (Brazil),2007,~100–200,Horizon Chase,https://www.aquiris.com.br,racing / console,Horizon Chase Turbo; (historical) Crackdown 3 support,unknown,office,independent,Brazil console visibility.
Behold Studios,Latin America,Brasília (Brazil),2009,~10-30,Knights of Pen & Paper; Dungeon of Zolthan,https://beholdstudios.com.br,indie RPG / pixel,Knights of Pen & Paper; Starlit Adventures,unknown,small,independent,Brazil pixel RPG.
Black River Studios,Latin America,Manaus (Brazil),2014,~50–100,in Amazon,https://www.blackriverstudios.com,mobile / Amazon,various Amazon Appstore titles,unknown,office,Amazon,Amazon's Brazil studio.
Cleverlik / Mexico — Kaxan Games,Latin America,Guadalajara (Mexico),2012,~20-40,indie / VR,https://www.kaxangames.com,indie; VR,various,unknown,office,independent,Mexico indie/VR.
Duaik Entretenimento,Latin America,Belo Horizonte (Brazil),2012,~10-30,Fobia; indie horror,https://duaik.com.br,horror / indie,Fobia: St. Dinfna Hotel,unknown,small,independent,Brazilian horror indie.
Dumativa,Latin America,Belo Horizonte (Brazil),2012,~30-60,indie / service,https://dumativa.com.br,indie; service,various,unknown,office,independent,Brazil indie/service.
Etermax,Latin America,Buenos Aires (Argentina),2009,~300-500,Trivia Crack,https://www.etermax.com,mobile trivia,Trivia Crack,unknown,office,private,LatAm casual hit.
Hoplon Infotainment,Latin America,Florianópolis (Brazil),2004,~50-100,MMO / F2P,https://www.hoplon.com,MMO / F2P,Taikodom; Combat Arms BR,unknown,office,independent,Brazil F2P/MMO.
IguanaBee,Latin America,Santiago (Chile),2010,~30-60,co-dev / art,https://www.iguanabee.com,service; co-dev,various,unknown,office,independent,Chile co-dev.
Jandusoft,Latin America,Mendoza (Argentina),2012,~50–100,unknown,https://jandusoft.com,mobile / console,various midcore / port,unknown,office,independent,Argentinian studio.
JoyMasher,Latin America,Brazil,2013,small,pixel action,https://joymasher.com,indie action,Odallus; Die By The Blade,unknown,small,independent,Brazilian pixel action.
Kaxan Games,Latin America,Guadalajara (Mexico),2012,~20-40,indie / VR,https://www.kaxangames.com,indie; VR,various,unknown,office,independent,Mexican indie.
Kokku,Latin America,Recife (Brazil),2009,~100–200,service + IP,https://kokku.com.br,service / Unreal,various co-dev; Fortnite creative,unknown,office,independent,Recife technical studio.
Nimble Giant Entertainment,Latin America,Buenos Aires (Argentina),2002,~100-200,co-dev / MMO,https://www.nimblegiant.com,co-dev,various co-dev,unknown,office,Embracer,Argentina co-dev.
Squad,Latin America,Mexico City (Mexico),2010,~30-60,Kerbal Space Program,https://squad.com,space sim,Kerbal Space Program,unknown,office,Take-Two (IP),KSP original; Mexico.
Swordtales,Latin America,Porto Alegre (Brazil),2014,~10-30,unknown,https://swordtales.com,indie action,Toren,unknown,small,independent,Brazilian indie action.
Ubisoft São Paulo,Latin America,São Paulo (Brazil),2008,closed (2015),support,,AAA support,Ubisoft support,-,-,closed (Ubisoft),Historical LatAm Ubisoft.
Wildlife Studios,Latin America,São Paulo / Rio (Brazil),2011,~1000+ (peak; simplification),mobile hypercasual/hybrid revenue,https://wildlife.io,mobile casual / sports,Color Switch (historical); Sniper 3D; tennis/soccer titles,unknown,hybrid,private (investors),One of the largest mobile studios in LatAm.
505 Games,Publishers / platforms,Milan (Italy),2006,~300+ (group),publisher hits,https://505games.com,publish,Control; Death Stranding (PC); Assetto Corsa,unknown,mixed,Digital Bros,Italian global publisher.
Adult Swim Games,Publishers / platforms,"Atlanta, GA (USA)",2011,small unit,indie publishing,https://games.adultswim.com,indie publishing,various alternative indie,unknown,hybrid,Warner Bros. Discovery,Alternative indie label.
Aeria Games (tarihsel),Publishers / platforms,Santa Clara / Berlin,2006,seasonal / merged,MMO publishing,https://www.aeriagames.com,MMO publishing,various free-to-play,-,-,gamigo / mergers,Historical F2P publishing.
Aksys Games,Publishers / platforms,"Torrance, CA (USA)",2006,~20-40,VN / fighting publishing,https://www.aksysgames.com,publish,BlazBlue west; VN,unknown,office,independent,VN/fighting niche publishing.
Akupara Games,Publishers / platforms,"Los Angeles, CA (USA)",2016,small,indie publishing,https://akuparagames.com,indie publishing,Darkwood; Unavowed; various,unknown,hybrid,independent,Curator indie publishing.
Annapurna Interactive,Publishers / platforms,"Los Angeles, CA (USA)",2016,small/medium,curated publishing,https://annapurnainteractive.com,indie publishing,What Remains of Edith Finch; Stray; Outer Wilds,unknown,mixed,Annapurna Pictures,Prestige indie publishing.
Apple Arcade,Publishers / platforms,"Cupertino, CA (USA)",2019,inside Apple,subscription game,https://www.apple.com/apple-arcade,subscription platform,hundreds of subscription titles,—,—,Apple,Mobile/console-subscription hybrid exploration.
Application Systems Heidelberg,Publishers / platforms,Heidelberg (Germany),1985,small/medium,Mac/Linux / niche publishing,https://www.application-systems.de,publishing; Mac,various Mac/indie,unknown,office,independent,Germany long-standing niche publisher.
Armor Games Studios,Publishers / platforms,"Irvine, CA (USA)",2018 (Armor Games core),~30-60,indie publishing,https://armorgamesstudios.com,indie publishing,Typoman; First Dwarf; various,unknown,hybrid,independent,Flash root publisher.
Assemble Entertainment,Publishers / platforms,Mainz (Germany),2016,small/medium,indie publishing,https://www.assemble-entertainment.com,publish,various sim/indie,unknown,office,independent,German sim/indie publisher.
Atlus USA,Publishers / platforms,"Irvine, CA (USA)",1991,~50-100,Persona western publishing,https://atlus.com,publish,Persona; SMT west,unknown,office,Sega / Atlus,Atlus western publishing branch.
Badland Games / BadLand Publishing,Publishers / platforms,Spain / EU,2014,small/medium,publish,https://badlandgames.com,publish,various indie/AA,unknown,hybrid,independent,Iber/EU publishing.
Bandai Namco Entertainment Europe,Publishers / platforms,Lyon (France),—,Bandai Namco internal,European publisher,https://www.bandainamcoent.com,publish,European BNE portfolio,unknown,office,Bandai Namco,BNE European operations.
Capcom Europe,Publishers / platforms,London (UK),—,in Capcom,European publisher,https://www.capcom-europe.com,publish,Capcom European portfolio,unknown,office,Capcom,Capcom Europe.
Capcom USA,Publishers / platforms,"San Francisco, CA (USA)",—,in Capcom,western publishing,https://www.capcomusa.com,publish,RE; MH; Street Fighter west,unknown,office,Capcom,Capcom America.
Chucklefish,Publishers / platforms,London (UK),2011,~50–100,publishing + development,https://chucklefish.org,indie publishing / development,Stardew Valley (early release); Wargroove; Eastward,unknown,hybrid,independent,Early Stardew publisher.
Coffee Stain Publishing,Publishers / platforms,Skövde (Sweden),2017,Coffee Stain group,indie-AA publishing,https://coffeestain.com/publishing,publish,Deep Rock Galactic,unknown,mixed,Embracer / Coffee Stain,Publishing arm of Satisfactory studio.
Crytivo,Publishers / platforms,USA / global,2016,~20-40,indie publishing,https://crytivo.com,publishing / sim,The Planet Crafter; sim,unknown,hybrid,independent,Sim/indie publishing.
Curve Games,Publishers / platforms,London (UK),2005,~50–100,indie-AA publishing,https://www.curvegames.com,publish,Human Fall Flat; For the King,unknown,hybrid,independent,British indie publishing.
Dangen Entertainment,Publishers / platforms,Tokyo / global,2016,small,indie publishing,https://dangenentertainment.com,indie publishing,various Japanese/indie,unknown,hybrid,independent,Japan-focused indie publishing.
Dear Villagers,Publishers / platforms,Montpellier (France),2012,~50-100,indie publishing,https://www.dearvillagers.com,indie publishing,various European indie,unknown,office,Plug In Digital,French indie publishing.
Deep Silver,Publishers / platforms,Munich / Planegg (Germany),2002,inside Plaion,AA/AAA publisher,https://www.deepsilver.com,publish,Dead Island; Saints Row (historical); Metro (publishing periods),unknown,office,Embracer / Plaion,Plaion publishing label.
Devolver Digital,Publishers / platforms,"Austin, TX (USA)",2009,~100–200,indie publishing hits,https://www.devolverdigital.com,indie publishing,Hotline Miami; Cult of the Lamb; Loop Hero,unknown,remote-friendly culture,public (UK/US),Marketing style legendary indie publisher.
Digerati,Publishers / platforms,Sheffield (UK),2016,small,indie publishing,https://digerati.online,publish,various niche indie,unknown,hybrid,independent,Niche indie publishing.
Epic Games Publishing,Publishers / platforms,"Cary, NC (USA)",2019,Inside Epic,third party funding/publishing,https://www.epicgames.com,publish,Alan Wake 2; Fall Guys (historical operation),unknown,mixed,Epic Games,UE + store strategy publishing.
Fangamer,Publishers / platforms,"Tucson, AZ (USA)",2007,~50-100,merch + publishing,https://www.fangamer.com,merch; niche publishing,Undertale/Deltarune merch; various publishing,unknown,office,independent,Indie merch + publishing.
Fellow Traveller,Publishers / platforms,Melbourne (Australia),2011 (Ghostpatch legacy),small/medium,curated publishing,https://fellowtraveller.games,indie publishing,Paradise Killer; Hacknet; The Forgotten City,unknown,remote,independent,Narrative/indie curator.
Fig,Publishers / platforms,"San Francisco, CA (USA)",2015,closed,crowdfunding publication,https://www.fig.co,crowdfunding,Psychonauts 2 funding,-,-,closed,Historical crowdfunding publishing.
Finji,Publishers / platforms,"Grand Rapids, MI (USA)",2006,small,curated publishing,https://finji.co,indie publishing,Tunic; Wilmot's Warehouse; Overland,unknown,remote,independent,Prestige small publishing.
Fireshine Games,Publishers / platforms,Brighton (UK),2020,~50-100,publish,https://fireshinegames.co.uk,publish,various indie-AA,unknown,hybrid,independent,British publishing.
Freedom Games,Publishers / platforms,USA,2020,small/medium,indie-AA publishing,https://freedomgames.com,publish,various,unknown,hybrid,independent,US publisher.
Frontier Foundry,Publishers / platforms,Cambridge (UK),2019,Inside Frontier,indie-AA publishing,https://www.frontierfoundry.com,publish,various sim/indie,unknown,hybrid,Frontier Developments,Frontier publishing branch.
Gamigo,Publishers / platforms,Hamburg (Germany),2000,~200-400,MMO publishing,https://www.gamigo.com,MMO publishing,Trove; various MMO,unknown,office,Heroes / special,German MMO publisher.
GOG.com (CD PROJEKT),Publishers / platforms,Warsaw (Poland),2008,Inside CDPR,DRM-free store,https://www.gog.com,digital store,classic + new DRM-free,—,—,CD PROJEKT,DRM-free PC store.
Good Shepherd Entertainment,Publishers / platforms,Amsterdam (Netherlands),2011,small/medium,indie publishing,https://goodshepherd.games,indie publishing,Slay the Spire (early); Monster Train,unknown,hybrid,independent,Strategy/roguelike publishing.
H2 Interactive,Publishers / platforms,Seoul (South Korea),2013,~50-100,KR/ASIA publishing,https://www.h2.co.kr,publish,various PC/console KR,unknown,office,independent,Korea regional publishing.
Headup Games,Publishers / platforms,Düren (Germany),2009,small/medium,indie publishing,https://headupgames.com,publish,various German/indie,unknown,office,independent,German indie publishing.
Hooded Horse,Publishers / platforms,global,2020,small,strategy publishing,https://hoodedhorse.com,strategy publishing,Against the Storm; Manor Lords,unknown,remote,independent,Strategy curator publishing.
Humble Games,Publishers / platforms,"San Francisco, CA (USA)",—,small,Humble Bundle ecosystem,https://humblegames.com,indie publishing,various indie titles,unknown,remote possibility,Iginternet / private,Bundle + publishing.
iam8bit,Publishers / platforms,"Los Angeles, CA (USA)",2005,small/medium,vinyl / special edition,https://iam8bit.com,special edition; music,game soundtrack + collection,unknown,office,independent,Game culture special edition.
Iceberg Interactive,Publishers / platforms,Haarlem (Netherlands),2009,small/medium,indie publishing,https://iceberg-games.com,indie publishing,various strategy/indie,unknown,hybrid,independent,Netherlands indie publishing.
Idea Factory International,Publishers / platforms,California (USA),2013,~30-60,western publishing,https://ifi.games,publish,Neptunia west; various JRPG,unknown,office,Idea Factory,IF western publishing.
itch.io,Publishers / platforms,global (US registration),2013,small team,open marketplace,https://itch.io,digital store / indie,hundreds of thousands of indie titles,—,remote,independent,Indie discovery market; not a classic publisher.
Kepler Interactive,Publishers / platforms,London / Paris,2022,small/medium,indie-AA publishing collective,https://kepler-interactive.com,publish,Clair Obscur; Sifu (not related to Sloclap — portfolio); Various,unknown,mixed,private (netease investment periodic),European publishing collective.
Koch Media,Publishers / platforms,Planegg (Germany),1994,Rebranded as Plaion,publishing; distribution,https://www.plaion.com,publish,Deep Silver label,unknown,office,Embracer,Historical name; Plaion sequel.
